Mod:Item:MetaData, Localized Name
props:props:1468, Awning 2 Blue
props:props:1469, Awning 2 Lime
props:props:1470, Awning 2 Green
props:props:1471, Awning 2 Fuchsia
props:props:1472, Awning 2 Light Blue
props:props:1473, Awning 2 Razzle
props:props:1474, Awning 2 Red
props:props:1475, Awning 2 Pink
props:props:1476, Awning 2 Yellow
props:props:1477, Awning 2 Coral
props:props:1478, Awning 2 Cyan
props:props:1479, Awning 3
props:props:1480, Awning 3 Dark Blue
props:props:1481, Awning 3 Orange
props:props:1482, Awning 3 Purple
props:props:1483, Awning 3 Blue
props:props:1484, Awning 3 Lime
props:props:1485, Awning 3 Green
props:props:1486, Awning 3 Fuchsia
props:props:1487, Awning 3 Light Blue
props:props:1488, Awning 3 Razzle
props:props:1489, Awning 3 Red
props:props:1490, Awning 3 Pink
props:props:1491, Awning 3 Yellow
props:props:1492, Awning 3 Coral
props:props:1493, Awning 3 Cyan
props:props:1494, Restaurant Table 1
props:props:1495, Restaurant Table 1 Dark Blue
props:props:1496, Restaurant Table 1 Orange
props:props:1497, Restaurant Table 1 Purple
props:props:1498, Restaurant Table 1 Blue
props:props:1499, Restaurant Table 1 Lime
props:props:1500, Restaurant Table 1 Green
props:props:1501, Restaurant Table 1 Fuchsia
props:props:1502, Restaurant Table 1 Light Blue
props:props:1503, Restaurant Table 1 Razzle
props:props:1504, Restaurant Table 1 Red
props:props:1505, Restaurant Table 1 Pink
props:props:1506, Restaurant Table 1 Yellow
props:props:1507, Restaurant Table 1 Coral
props:props:1508, Restaurant Table 1 Cyan
props:props:1509, Restaurant Table 2
props:props:1510, Restaurant Table 2 Dark Blue
props:props:1511, Restaurant Table 2 Orange
props:props:1512, Restaurant Table 2 Purple
props:props:1513, Restaurant Table 2 Blue
props:props:1514, Restaurant Table 2 Lime
props:props:1515, Restaurant Table 2 Green
props:props:1516, Restaurant Table 2 Fuchsia
props:props:1517, Restaurant Table 2 Light Blue
props:props:1518, Restaurant Table 2 Razzle
props:props:1519, Restaurant Table 2 Red
props:props:1520, Restaurant Table 2 Pink
props:props:1521, Restaurant Table 2 Yellow
props:props:1522, Restaurant Table 2 Coral
props:props:1523, Restaurant Table 2 Cyan
props:props:1524, Restaurant Table 3
props:props:1525, Restaurant Table 3 Dark Blue
props:props:1526, Restaurant Table 3 Orange
props:props:1527, Restaurant Table 3 Purple
props:props:1528, Restaurant Table 3 Blue
props:props:1529, Restaurant Table 3 Lime
props:props:1530, Restaurant Table 3 Green
props:props:1531, Restaurant Table 3 Fuchsia
props:props:1532, Restaurant Table 3 Light Blue
props:props:1533, Restaurant Table 3 Razzle
props:props:1534, Restaurant Table 3 Red
props:props:1535, Restaurant Table 3 Pink
props:props:1536, Restaurant Table 3 Yellow
props:props:1537, Restaurant Table 3 Coral
props:props:1538, Restaurant Table 3 Cyan
props:props:1539, Picket Fence 1 Wood Dark
props:props:1540, Picket Fence 1 White
props:props:1541, Picket Fence 1 Wood Light
props:props:1542, Banister 1 Wood Dark
props:props:1543, Banister 1 Wood Medium
props:props:1544, Banister 1 Wood Light
props:props:1549, Patron Doll Kenny
props:props:1550, Patron Doll Cymosa
props:props:1551, Patron Doll JikanUsagi
props:props:1552, Patron Doll Gold172
props:props:1553, Patron AtariKafa
props:props:1554, Sunglass Display
props:props:1555, Frames Dispenser
props:props:1556, Locker
props:props:1557, Locker Dark Blue
props:props:1558, Locker Orange
props:props:1559, Locker Purple
props:props:1560, Locker Blue
props:props:1561, Locker Lime
props:props:1562, Locker Green
props:props:1563, Locker Fuchsia
props:props:1564, Locker Light Blue
props:props:1565, Locker Razzle
props:props:1566, Locker Red
props:props:1567, Locker Pink
props:props:1568, Locker Yellow
props:props:1569, Locker Coral
props:props:1570, Locker Cyan
props:props:1571, Patron Doll Zachary_Qiun
props:props:1572, Mini Football
props:props:1573, Water Dispenser
props:props:1574, Patron Chestboy
props:props:1575, Plates Double
props:props:1576, Patron estranged42
props:props:1577, Clothes Rack 1
props:props:1578, Clothes Rack 2
props:props:1579, Clothes Rack 3
props:props:1580, Clothes Rack 4
props:props:1581, Yarn Basket
props:props:1582, Bay Window
props:props:1583, Bay Window Dark Blue
props:props:1584, Bay Window Orange
props:props:1585, Bay Window Purple
props:props:1586, Bay Window Blue
props:props:1587, Bay Window Lime
props:props:1588, Bay Window Green
props:props:1589, Bay Window Fuchsia
props:props:1590, Bay Window Light Blue
props:props:1591, Bay Window Razzle
props:props:1592, Bay Window Red
props:props:1593, Bay Window Pink
props:props:1594, Bay Window Yellow
props:props:1595, Bay Window Coral
props:props:1596, Bay Window Cyan
props:props:1597, Bay Window Light Wood
props:props:1598, Bay Window Medium Wood
props:props:1599, Bay Window Dark Wood
props:props:1600, Bay Window Tall
props:props:1601, Bay Window Tall Dark Blue
props:props:1602, Bay Window Tall Orange
props:props:1603, Bay Window Tall Purple
props:props:1604, Bay Window Tall Blue
props:props:1605, Bay Window Tall Lime
props:props:1606, Bay Window Tall Green
props:props:1607, Bay Window Tall Fuchsia
props:props:1608, Bay Window Tall Light Blue
props:props:1609, Bay Window Tall Razzle
props:props:1610, Bay Window Tall Red
props:props:1611, Bay Window Tall TallPink
props:props:1612, Bay Window Tall Yellow
props:props:1613, Bay Window Tall Coral
props:props:1614, Bay Window Tall Cyan
props:props:1615, Bay Window Tall Light Wood
props:props:1616, Bay Window Tall Medium Wood
props:props:1617, Bay Window Tall Dark Wood
props:props:1618, Window 1
props:props:1619, Window 1 Tall Dark Blue
props:props:1620, Window 1 Tall Orange
props:props:1621, Window 1 Tall Purple
props:props:1622, Window 1 Tall Blue
props:props:1623, Window 1 Tall Lime
props:props:1624, Window 1 Tall Green
props:props:1625, Window 1 Tall Fuchsia
props:props:1626, Window 1 Tall Light Blue
props:props:1627, Window 1 Tall Razzle
props:props:1628, Window 1 Tall Red
props:props:1629, Window 1 Tall TallPink
props:props:1630, Window 1 Tall Yellow
props:props:1631, Window 1 Tall Coral
props:props:1632, Window 1 Tall Cyan
props:props:1633, Window 1 Tall Light Wood
props:props:1634, Window 1 Tall Medium Wood
props:props:1635, Window 1 Tall Dark Wood
props:props:1654, Tall Lamp 1
props:props:1655, Tall Lamp 2
props:props:1656, Tall Lamp 3
props:props:1657, Table Lamp 1
props:props:1658, Flower Pot 1
props:props:1659, Flower Pot 2
props:props:1660, Venus Fly Trap
props:props:1661, Vanity Mirror
props:props:1662, Coffee Grinder
props:props:1663, Envelopes
props:props:1664, Sewing Kit
props:props:1665, Letter
props:props:1666, Inkwell
props:props:1667, Arm Desk
props:props:1668, Arm Desk Dark Blue
props:props:1669, Arm Desk Orange
props:props:1670, Arm Desk Purple
props:props:1671, Arm Desk Blue
props:props:1672, Arm Desk Lime
props:props:1673, Arm Desk Green
props:props:1674, Arm Desk Fuchsia
props:props:1675, Arm Desk Light Blue
props:props:1676, Arm Desk Razzle
props:props:1677, Arm Desk Red
props:props:1678, Arm Desk Pink
props:props:1679, Arm Desk Yellow
props:props:1680, Arm Desk Coral
props:props:1681, Arm Desk Cyan
props:props:1682, Arm Desk Wood
props:props:1683, Park Bench 1
props:props:1684, Patron LtWind
props:props:1685, Park Bench 2
props:props:1686, Patron Sora_Zealon
props:props:1687, Christmas Tree Antique
props:props:1688, Crate
props:props:1689, Potted Tree 1
props:props:1690, Wooden Wash Tub
props:props:1691, Patron KittyCarrot2505
props:props:1692, Patron PurpleHel
props:props:1693, Patron MasterRose88
props:props:1694, Patron Doll johnny215
props:props:1695, Patron Doll ScottRadish
props:props:1696, Closet 2 Light Wood
props:props:1697, Closet 2 Medium Wood
props:props:1698, Closet 2 Dark Wood
props:props:1699, Closet 2 White
props:props:1700, Closet 2 Black
props:props:1701, Closet 3 Light Wood
props:props:1703, Closet 3 Medium Wood
props:props:1705, Closet 3 Dark Wood
props:props:1707, Closet 3 White
props:props:1709, Closet 3 Black
props:props:1711, Closet 4 Light Wood
props:props:1712, Closet 4 Medium Wood
props:props:1713, Closet 4 Dark Wood
props:props:1714, Closet 4 White
props:props:1715, Closet 4 Black
props:props:1716, Closet 5 Light Wood
props:props:1717, Closet 5 Medium Wood
props:props:1718, Closet 5 Dark Wood
props:props:1719, Closet 5 White
props:props:1720, Closet 5 Black
props:props:1721, Closet 6 Light Wood
props:props:1723, Closet 6 Medium Wood
props:props:1725, Closet 6 Dark Wood
props:props:1727, Closet 6 White
props:props:1729, Closet 6 Black
props:props:1731, Closet 7 Light Wood
props:props:1733, Closet 7 Medium Wood
props:props:1735, Closet 7 Dark Wood
props:props:1737, Closet 7 White
props:props:1739, Closet 7 Black
props:props:1741, Closet 1 Light Wood
props:props:1742, Closet 1 Medium Wood
props:props:1743, Closet 1 Dark Wood
props:props:1744, Closet 1 White
props:props:1745, Closet 1 Black
props:props:1746, Bunk Bed Bottom
props:props:1747, Bunk Bed Bottom Brown
props:props:1748, Bunk Bed Bottom Orange
props:props:1749, Bunk Bed Bottom Purple
props:props:1750, Bunk Bed Bottom Blue
props:props:1751, Bunk Bed Bottom Lime
props:props:1752, Bunk Bed Bottom Green
props:props:1753, Bunk Bed Bottom Fuchsia
props:props:1754, Bunk Bed Bottom Light Blue
props:props:1755, Bunk Bed Bottom Razzle
props:props:1756, Bunk Bed Bottom Red
props:props:1757, Bunk Bed Bottom Pink
props:props:1758, Bunk Bed Bottom Black
props:props:1759, Bunk Bed Bottom Yellow
props:props:1760, Bunk Bed Bottom Coral
props:props:1761, Bunk Bed Bottom Cyan
props:props:1762, Bunk Bed Top
props:props:1763, Bunk Bed Top Brown
props:props:1764, Bunk Bed Top Orange
props:props:1765, Bunk Bed Top Purple
props:props:1766, Bunk Bed Top Blue
props:props:1767, Bunk Bed Top Lime
props:props:1768, Bunk Bed Top Green
props:props:1769, Bunk Bed Top Fuchsia
props:props:1770, Bunk Bed Top Light Blue
props:props:1771, Bunk Bed Top Razzle
props:props:1772, Bunk Bed Top Red
props:props:1773, Bunk Bed Top Pink
props:props:1774, Bunk Bed Top Black
props:props:1775, Bunk Bed Top Yellow
props:props:1776, Bunk Bed Top Coral
props:props:1777, Bunk Bed Top Cyan
props:props:1778, Window 2
props:props:1780, Window 2 Dark Blue
props:props:1782, Window 2 Orange
props:props:1784, Window 2 Purple
props:props:1786, Window 2 Blue
props:props:1788, Window 2 Lime
props:props:1790, Window 2 Green
props:props:1792, Window 2 Fuchsia
props:props:1794, Window 2 Light Blue
props:props:1796, Window 2 Razzle
props:props:1798, Window 2 Red
props:props:1800, Window 2 TallPink
props:props:1802, Window 2 Yellow
props:props:1804, Window 2 Coral
props:props:1806, Window 2 Cyan
props:props:1808, Window 2 Light Wood
props:props:1810, Window 2 Medium Wood
props:props:1812, Window 2 Dark Wood
props:props:1814, Light Switch
props:props:1815, World Globe 2
props:props:1816, Office Phone
props:props:1817, Japanese Table
props:props:1818, Zabuton
props:props:1819, Vase Cherry Blossom
props:props:1820, Japanese Tea Set Mint
props:props:1821, Japanese Tea Set Blue
props:props:1822, Japanese Tea Set Red
props:props:1823, Japanese Tea Set White
props:props:1824, Japanese Tea Set Brown
props:props:1825, Japanese Tea Set Yellow
props:props:1826, Japanese Tea Set Pink
props:props:1827, Old Stove
props:props:1829, Arcade Cabinet
props:props:1830, Fire Extinguisher
props:props:1831, Pot
props:props:1832, Pile Of Books 1
props:props:1833, Pile Of Books 2
props:props:1834, Gibbet
props:props:1835, Decorative Book
props:props:1836, Comic Books
props:props:1837, Treadmill
props:props:1838, Dumbbell Rack
props:props:1839, Dumbbell
props:props:1840, Bench Press
props:props:1841, Dessert Case
props:props:1842, Piano Bench
props:props:1843, Monkey Bars
props:props:1844, Monkey Bars 2
props:props:1845, Easter Basket
props:props:1846, Painted Egg
props:props:1847, Soccer Goal
props:props:1848, Crayon Box
props:props:1849, Crayon Box Spilled
props:props:1850, Children Drawings
props:props:1851, Box Of Donuts
props:props:1852, Pot With Soup
props:props:1853, Sushi
props:props:1854, Mine Cube
props:props:1855, M64
props:props:1856, FlowerBox
props:props:1857, Circle Sign 1
props:props:1858, Circle Sign 2
props:props:1859, Circle Sign 3
props:props:1860, Circle Sign 4
props:props:1861, Circle Sign 5
props:props:1862, Circle Sign 6
props:props:1863, Circle Sign 7
props:props:1864, Circle Sign 8
props:props:1865, Circle Sign 9
props:props:1866, Circle Sign 10
props:props:1867, Circle Sign 11
props:props:1868, Circle Sign 12
props:props:1869, Circle Sign 13
props:props:1870, Circle Sign 14
props:props:1871, Circle Sign 15
props:props:1872, X-ray Machine
props:props:1873, Metal Detector
props:props:1874, Cat Tower
props:props:1875, Litter Box
props:props:1876, Book Stand
props:props:1877, MES
props:props:1878, Super MES
props:props:1879, Retro Computer
props:props:1880, Mp3 Dock Radio
props:props:1881, Stereo
props:props:1882, Shower
props:props:1883, Wall Photos
props:props:1885, HulkBR
props:props:1886, Hamburger
props:props:1887, ProSidu
props:props:1888, Disposable Coffee
props:props:1889, Hot Dog
props:props:1890, Minguado
props:props:1891, Potted Plant
props:props:1892, CRT TV
props:props:1893, Bunny Plush
props:props:1894, MineBoy
props:props:1895, Totoro Plush
props:props:1896, Chocolate Cake
props:props:1897, TV Stand
props:props:1898, Guitar
props:props:1899, Mic Stand
props:props:1900, Synth Keyboard
props:props:1901, Laundry Basket
props:props:1902, Kiddie pool
props:props:1903, Tent
props:props:1904, Tent Dark Blue
props:props:1905, Tent Orange
props:props:1906, Tent Purple
props:props:1907, Tent Blue
props:props:1908, Tent Lime
props:props:1909, Tent Green
props:props:1910, Tent Fuchsia
props:props:1911, Tent Light Blue
props:props:1912, Tent Razzle
props:props:1913, Tent Red
props:props:1914, Tent Pink
props:props:1915, Tent Yellow
props:props:1916, Tent Coral
props:props:1917, Tent Cyan
props:props:1918, Tent Grey
props:props:1919, Tent Black
props:props:1920, Sleeping Bag
props:props:1921, Sleeping Bag Dark Blue
props:props:1922, Sleeping Bag Orange
props:props:1923, Sleeping Bag Purple
props:props:1924, Sleeping Bag Blue
props:props:1925, Sleeping Bag Lime
props:props:1926, Sleeping Bag Green
props:props:1927, Sleeping Bag Fuchsia
props:props:1928, Sleeping Bag Light Blue
props:props:1929, Sleeping Bag Razzle
props:props:1930, Sleeping Bag Red
props:props:1931, Sleeping Bag Pink
props:props:1932, Sleeping Bag Yellow
props:props:1933, Sleeping Bag Coral
props:props:1934, Sleeping Bag Cyan
props:props:1935, Sleeping Bag Grey
props:props:1936, Sleeping Bag Black
props:props:1937, Small Sitting Log
props:props:1938, Large Sitting Log
props:props:1939, Short BookShelf Light Wood
props:props:1940, Short BookShelf Medium Wood
props:props:1941, Short BookShelf Dark Wood
props:props:1942, Short BookShelf Acacia
props:props:1943, Short BookShelf White
props:props:1944, Short BookShelf Black
props:props:1945, Medium Bookshelf Light Wood
props:props:1946, Medium BookShelf Medium Wood
props:props:1947, Medium BookShelf Dark Wood
props:props:1948, Medium BookShelf White
props:props:1949, Medium BookShelf Black
props:props:1950, Tall Bookshelf Light Wood
props:props:1951, Tall BookShelf Medium Wood
props:props:1952, Tall BookShelf Dark Wood
props:props:1953, Tall BookShelf White
props:props:1954, Tall BookShelf Black
props:props:1955, Wall Bookshelf Light Wood
props:props:1956, Wall BookShelf Medium Wood
props:props:1957, Wall BookShelf Dark Wood
props:props:1958, Wall BookShelf White
